ID_Expediente,CURP,RFC,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo_Biologico,Estado,Latitud,Longitud,Afiliacion_Salud,Numero_Seguridad_Social,Tipo_Servicio_Ingreso,Antecedentes_Familiares_Diabetes,Antecedentes_Familiares_Hipertension,Antecedentes_Familiares_Cancer,Antecedentes_Personales_Tabaquismo,Antecedentes_Personales_Alcoholismo,Alergias_Declaradas,Clasificacion_Triage,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Frecuencia_Respiratoria_rpm,Temperatura_C,Saturacion_Oxigeno_SpO2,Estatura_cm,Peso_kg,IMC,Estado_Nutricional,CIE10_Diagnostico,Diagnostico_Principal,Sintoma_Principal,Tratamiento_Farmacologico,Medico_Tratante_Cedula,Fecha_Hora_Apertura_Expediente
EXP-2026-03505,FOLJ770213HPLLÓN08,FOLJ770213U62,Juan Jesús,Flores,López,1977-02-13,49,MASCULINO,Puebla,19.126152,-97.490764,Particular,33-65-35-9953,Urgencias,No,Sí,No,Sí,No,Ninguna,Verde / No Urgente,118,80,74,15,36.3,99,169.7,65.9,22.9,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8265538,2026-06-29 08:52:04
EXP-2026-03506,GECA730919HPLÓSL09,GECA730919428,Alejandro,Gómez,Castro,1973-09-19,52,MASCULINO,Puebla,20.421557,-97.565574,ISSSTE,31-10-12-2304,Pediatría,Sí,Sí,No,Sí,Sí,Penicilina,Verde / No Urgente,116,77,70,18,36.3,97,166.4,79.9,28.9,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5737556,2026-04-29 17:38:04
EXP-2026-03507,GACM700910HPLRRG02,GACM700910J76,Miguel Ricardo,García,Cruz,1970-09-10,55,MASCULINO,Puebla,18.60126,-97.932882,ISSSTE,75-17-11-8178,Consulta General,No,Sí,No,Sí,No,Ninguna,Verde / No Urgente,118,81,78,15,36.5,99,166.7,73.5,26.4,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,8462638,2026-02-18 01:42:04
EXP-2026-03508,CARR870520HPLSYF05,CARR870520U68,Rafael Javier,Castro,Reyes,1987-05-20,39,MASCULINO,Puebla,18.447814,-98.114629,Particular,93-91-51-7756,Consulta General,Sí,Sí,Sí,No,No,Ninguna,Verde / No Urgente,116,82,69,15,36.2,97,163.4,86.1,32.2,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4393923,2026-06-21 09:15:04
EXP-2026-03509,RATM801129MPLMRR04,RATM801129674,Margarita,Ramírez,Torres,1980-11-29,45,FEMENINO,Puebla,19.963818,-97.066067,ISSSTE,20-24-88-5067,Pediatría,No,Sí,No,No,Sí,Sulfonamidas,Amarillo / Valorable,116,79,96,21,37.8,98,149.9,54.9,24.4,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,2256333,2026-07-04 21:18:04
EXP-2026-03510,REGA060707MPLYRN05,REGA060707554,Ana Guadalupe,Reyes,García,2006-07-07,20,FEMENINO,Puebla,18.321377,-98.277063,Particular,68-43-18-6243,Urgencias,No,Sí,No,No,No,Ninguna,Verde / No Urgente,120,80,72,15,36.4,97,156.7,73.3,29.9,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4103588,2026-04-09 09:03:04
EXP-2026-03511,RASR300119HPLMÁF08,RASR300119G56,Rafael Luis,Ramírez,Sánchez,1930-01-19,96,MASCULINO,Puebla,19.425329,-97.215688,ISSSTE,85-16-28-7332,Consulta General,No,No,No,Sí,Sí,Penicilina,Naranja / Urgencia,173,104,77,15,36.6,99,165.6,86.2,31.4,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,5622263,2026-01-18 16:21:04
EXP-2026-03512,TOGM711006HPLRTN03,TOGM711006443,Manuel Manuel,Torres,Gutiérrez,1971-10-06,54,MASCULINO,Puebla,19.009452,-97.373851,ISSSTE,95-27-94-7376,Urgencias,Sí,No,No,No,No,Medio de Contraste Yodado,Amarillo / Valorable,119,79,103,18,38.0,96,168.5,85.2,30.0,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7406330,2026-01-28 02:29:04
EXP-2026-03513,CAGG210810MPLSND02,CAGG210810T59,Guadalupe Gabriela,Castro,González,2021-08-10,4,FEMENINO,Puebla,20.10645,-96.887683,IMSS-Bienestar,91-89-57-2706,Pediatría,Sí,Sí,No,No,No,Penicilina,Verde / No Urgente,118,81,77,16,36.4,99,122.6,28.0,18.6,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,7228233,2026-06-05 16:14:04
EXP-2026-03514,CAGJ681025HPLSRV00,CAGJ681025Q83,Javier Francisco,Castro,García,1968-10-25,57,MASCULINO,Puebla,18.942,-96.94452,IMSS-Bienestar,77-17-37-5921,Consulta General,Sí,No,No,No,No,Ninguna,Amarillo / Valorable,121,79,89,22,39.0,97,158.5,53.7,21.4,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,5881258,2026-06-24 12:53:04
EXP-2026-03515,PETM200328HPLÉRG08,PETM200328K71,Miguel Ricardo,Pérez,Torres,2020-03-28,6,MASCULINO,Puebla,18.945849,-97.627359,IMSS,35-41-75-9279,Pediatría,Sí,No,No,No,No,Sulfonamidas,Verde / No Urgente,116,82,76,16,36.3,96,105.7,22.3,20.0,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,3011675,2026-06-05 17:50:04
EXP-2026-03516,FORJ260512MPLLMN05,FORJ260512A87,Juana Carmen,Flores,Ramírez,2026-05-12,0,FEMENINO,Puebla,20.056802,-98.056267,IMSS,47-49-44-4046,Pediatría,No,No,No,No,No,Sulfonamidas,Verde / No Urgente,116,80,69,15,36.3,98,111.9,26.0,20.8,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4604962,2026-04-14 12:57:04
EXP-2026-03517,GERL150613MPLÓMS06,GERL150613J62,Luisa Ana,Gómez,Ramírez,2015-06-13,11,FEMENINO,Puebla,18.046415,-98.13721,IMSS,29-55-36-2258,Pediatría,No,No,No,No,No,Ninguna,Amarillo / Valorable,122,80,100,19,39.0,97,110.0,20.9,17.3,Desnutrición / Bajo Peso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,8575404,2026-02-17 09:29:04
EXP-2026-03518,LETJ670309HPLÓRR00,LETJ670309D74,Jorge,López,Torres,1967-03-09,59,MASCULINO,Puebla,19.973933,-97.40322,IMSS-Bienestar,30-29-94-7609,Pediatría,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,119,82,75,15,36.2,97,167.9,85.4,30.3,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4849659,2026-05-21 13:53:04
EXP-2026-03519,MARL780826MPLRMS07,MARL780826W80,Luisa Verónica,Martínez,Ramírez,1978-08-26,47,FEMENINO,Puebla,18.482118,-98.298696,ISSSTE,32-22-57-5378,Medicina Interna,No,No,No,Sí,No,Ninguna,Naranja / Urgencia,116,78,109,26,36.4,89,155.6,80.6,33.3,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2913993,2026-05-22 04:43:04
EXP-2026-03520,GORP800723MPLNYT01,GORP800723N23,Patricia Carmen,González,Reyes,1980-07-23,46,FEMENINO,Puebla,19.312996,-97.727773,Particular,67-49-73-7976,Consulta General,No,Sí,No,No,Sí,Ninguna,Naranja / Urgencia,121,78,112,25,36.2,92,167.4,70.0,25.0,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5470381,2026-06-03 10:52:04
EXP-2026-03521,PEGJ920129HPLÉTS06,PEGJ920129388,Jesús Rafael,Pérez,Gutiérrez,1992-01-29,34,MASCULINO,Puebla,18.519872,-98.320249,IMSS-Bienestar,40-79-55-8262,Pediatría,No,No,No,No,No,Ninguna,Verde / No Urgente,122,79,74,15,36.4,98,159.3,73.8,29.1,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,6652061,2026-03-28 17:43:04
EXP-2026-03522,VUGA040122MPLÁÓN02,VUGA040122E27,Ana,Vázquez,Gómez,2004-01-22,22,FEMENINO,Puebla,19.302236,-97.483988,ISSSTEP,82-18-28-3188,Pediatría,No,Sí,Sí,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,120,76,99,18,38.9,97,144.6,41.5,19.8,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,5892084,2026-06-02 04:34:04
EXP-2026-03523,GERJ731210HPLÓMS01,GERJ731210329,José Luis,Gómez,Ramírez,1973-12-10,52,MASCULINO,Puebla,19.774332,-97.903284,ISSSTEP,93-18-13-9115,Urgencias,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,121,76,77,17,36.6,97,155.2,79.8,33.1,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5339426,2026-04-07 20:59:04
EXP-2026-03524,VURE890604MPLÁML08,VURE890604X68,Elena Rosa,Vázquez,Ramírez,1989-06-04,37,FEMENINO,Puebla,19.836802,-98.288992,IMSS,12-40-18-1109,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Naranja / Urgencia,119,79,105,23,36.2,89,159.1,60.8,24.0,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,7726939,2026-05-03 21:08:04
EXP-2026-03525,MACL541106MPLRSS03,MACL541106X49,Luisa,Martínez,Castro,1954-11-06,71,FEMENINO,Puebla,20.105306,-97.730225,IMSS-Bienestar,83-54-67-1741,Pediatría,Sí,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,118,79,71,16,36.3,98,150.8,62.2,27.4,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1455505,2026-03-06 11:47:04
EXP-2026-03526,TOVA910228MPLRÁN09,TOVA910228Z17,Ana Guadalupe,Torres,Vázquez,1991-02-28,35,FEMENINO,Puebla,18.427082,-97.397304,IMSS,96-52-30-2086,Urgencias,No,Sí,No,Sí,No,Ninguna,Verde / No Urgente,121,80,74,17,36.3,96,149.8,50.1,22.3,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,9922788,2026-05-24 13:58:04
EXP-2026-03527,SECT550416MPLÁSR04,SECT550416L51,Teresa Rosa,Sánchez,Castro,1955-04-16,71,FEMENINO,Puebla,19.304645,-96.820391,ISSSTEP,47-61-95-9904,Pediatría,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,120,80,68,14,36.3,96,156.7,66.2,27.0,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9638376,2026-01-20 17:56:04
EXP-2026-03528,REFM710815HPLYLN02,REFM710815R32,Manuel Miguel,Reyes,Flores,1971-08-15,54,MASCULINO,Puebla,18.551871,-96.836894,IMSS,67-83-26-5838,Urgencias,Sí,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,117,77,71,16,36.4,97,163.7,75.7,28.2,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1011818,2026-05-22 00:16:04
EXP-2026-03529,GOLJ570703HPLNÓN03,GOLJ570703Z54,Juan Jesús,González,López,1957-07-03,69,MASCULINO,Puebla,19.566691,-96.896757,ISSSTE,51-57-44-8865,Medicina Interna,Sí,No,No,Sí,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,80,68,15,36.3,98,168.8,87.3,30.6,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4975994,2026-06-06 05:50:04
EXP-2026-03530,HESF941121HPLRÁR00,HESF941121C63,Fernando Manuel,Hernández,Sánchez,1994-11-21,31,MASCULINO,Puebla,18.859985,-97.700452,ISSSTEP,16-37-58-1740,Consulta General,No,No,No,No,Sí,Ninguna,Verde / No Urgente,120,80,75,16,36.6,99,166.9,66.3,23.8,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3253597,2026-02-12 05:06:04
EXP-2026-03531,GOVJ550908HPLNÁS08,GOVJ550908595,Jesús Alejandro,González,Vázquez,1955-09-08,70,MASCULINO,Puebla,18.440831,-98.175016,IMSS-Bienestar,46-84-37-5952,Urgencias,Sí,No,No,No,No,Sulfonamidas,Amarillo / Valorable,121,76,102,22,38.9,97,166.4,65.6,23.7,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,6088876,2026-05-02 19:26:04
EXP-2026-03532,JIHM710422MPLMRR00,JIHM710422M73,Margarita,Jiménez,Hernández,1971-04-22,55,FEMENINO,Puebla,18.275403,-97.32331,ISSSTE,99-78-21-2624,Medicina Interna,No,Sí,Sí,No,No,Ninguna,Verde / No Urgente,122,77,74,17,36.7,97,146.3,67.6,31.6,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,4645532,2026-07-16 09:33:04
EXP-2026-03533,ROGA680118HPLDTL04,ROGA680118E86,Alejandro Jorge,Rodríguez,Gutiérrez,1968-01-18,58,MASCULINO,Puebla,19.272789,-97.16055,Particular,78-97-44-9876,Medicina Interna,No,No,No,Sí,No,Ninguna,Amarillo / Valorable,116,79,107,20,38.7,97,169.5,63.9,22.2,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9972856,2026-06-17 12:34:04
EXP-2026-03534,GULM021116MPLTÓR05,GULM021116N45,Margarita Rosa,Gutiérrez,López,2002-11-16,23,FEMENINO,Puebla,19.768946,-97.080315,IMSS,19-51-86-8285,Pediatría,No,No,No,No,Sí,Ninguna,Verde / No Urgente,121,77,72,14,36.7,98,153.8,64.9,27.4,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,5549115,2026-02-03 06:47:04
EXP-2026-03535,TOGP611207MPLRTT01,TOGP611207V40,Patricia,Torres,Gutiérrez,1961-12-07,64,FEMENINO,Puebla,19.550943,-96.90594,Particular,67-54-34-8859,Pediatría,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Rojo / Emergencia,120,82,109,24,36.6,88,150.4,73.1,32.3,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,8497901,2026-05-19 09:13:04
EXP-2026-03536,PERA870602MPLÉDN06,PERA870602U85,Ana Luisa,Pérez,Rodríguez,1987-06-02,39,FEMENINO,Puebla,19.318005,-97.686074,ISSSTE,28-50-21-4749,Medicina Interna,No,No,No,No,Sí,Penicilina,Verde / No Urgente,120,82,74,14,36.6,97,155.6,80.0,33.0,Obesidad,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,2409431,2026-03-28 10:57:04
EXP-2026-03537,FORF650621HPLLYR00,FORF650621Q78,Francisco Rafael,Flores,Reyes,1965-06-21,61,MASCULINO,Puebla,19.953749,-96.918686,IMSS,26-89-32-1186,Consulta General,Sí,Sí,No,No,No,Ninguna,Naranja / Urgencia,120,78,102,27,36.3,89,164.3,80.5,29.8,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2852132,2026-02-17 20:41:04
EXP-2026-03538,CARL830918HPLSDS08,CARL830918R38,Luis Javier,Castro,Rodríguez,1983-09-18,42,MASCULINO,Puebla,18.046687,-97.124758,IMSS-Bienestar,64-40-97-1212,Medicina Interna,No,Sí,No,No,Sí,Sulfonamidas,Verde / No Urgente,122,79,68,15,36.6,97,167.2,67.6,24.2,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9745248,2026-02-19 03:02:04
EXP-2026-03539,GUPC701118HPLTÉR09,GUPC701118W80,Carlos Pedro,Gutiérrez,Pérez,1970-11-18,55,MASCULINO,Puebla,19.844885,-97.516136,IMSS-Bienestar,97-47-40-9533,Urgencias,Sí,Sí,No,No,Sí,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,120,77,110,21,38.2,98,166.4,88.4,31.9,Obesidad,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,4220763,2026-07-13 07:14:04
EXP-2026-03540,MACG300101MPLRRB06,MACG300101Q94,Gabriela María,Martínez,Cruz,1930-01-01,96,FEMENINO,Puebla,18.448686,-97.570981,IMSS-Bienestar,60-12-58-1872,Urgencias,No,No,No,Sí,Sí,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,82,78,17,36.6,96,151.9,52.4,22.7,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5704108,2026-02-11 21:47:04
EXP-2026-03541,GEGV520907MPLÓRR08,GEGV520907N16,Verónica,Gómez,García,1952-09-07,73,FEMENINO,Puebla,19.310135,-97.505138,ISSSTE,44-95-81-5294,Consulta General,No,No,Sí,No,Sí,Ninguna,Verde / No Urgente,119,81,71,17,36.3,96,154.4,77.2,32.4,Obesidad,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3792433,2026-05-26 01:25:04
EXP-2026-03542,GUSC040425MPLTÁR03,GUSC040425Y74,Carmen,Gutiérrez,Sánchez,2004-04-25,22,FEMENINO,Puebla,20.496199,-96.852139,Particular,23-90-62-6464,Urgencias,No,Sí,No,Sí,No,Ninguna,Amarillo / Valorable,153,106,73,17,36.5,97,155.4,61.3,25.4,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,7958678,2026-06-16 16:57:04
EXP-2026-03543,GOLJ850610MPLNÓN09,GOLJ850610R17,Juana Patricia,González,López,1985-06-10,41,FEMENINO,Puebla,19.135253,-97.772615,IMSS,15-37-37-6801,Pediatría,Sí,No,No,No,No,Ninguna,Verde / No Urgente,119,76,72,14,36.3,96,158.9,58.0,23.0,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,6178807,2026-03-25 07:33:04
EXP-2026-03544,CALJ831227HPLSÓR00,CALJ831227498,Jorge Jesús,Castro,López,1983-12-27,42,MASCULINO,Puebla,18.755739,-97.501279,ISSSTE,92-73-19-6435,Consulta General,No,Sí,No,No,No,Sulfonamidas,Rojo / Emergencia,118,78,96,23,36.4,86,160.2,65.2,25.4,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5292175,2026-05-10 10:02:04
EXP-2026-03545,CUMM980715HPLRRN02,CUMM980715S53,Manuel Jorge,Cruz,Martínez,1998-07-15,28,MASCULINO,Puebla,19.489117,-98.017494,Particular,74-39-34-3495,Pediatría,No,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Rojo / Emergencia,120,76,106,28,36.5,86,158.1,72.0,28.8,Sobrepeso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4384629,2026-06-16 22:58:04
EXP-2026-03546,HEJM621112MPLRMR03,HEJM621112Z53,María Carmen,Hernández,Jiménez,1962-11-12,63,FEMENINO,Puebla,19.054223,-97.938713,ISSSTEP,65-14-91-2534,Medicina Interna,Sí,Sí,No,No,No,Ninguna,Verde / No Urgente,122,76,75,15,36.3,98,158.0,55.4,22.2,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,1052029,2026-07-07 22:56:04
EXP-2026-03547,GOCG191211MPLNSD03,GOCG191211068,Guadalupe Ana,González,Castro,2019-12-11,6,FEMENINO,Puebla,18.311171,-97.676118,IMSS,89-83-90-3423,Pediatría,Sí,No,Sí,No,No,Sulfonamidas,Verde / No Urgente,117,78,70,16,36.7,97,132.0,31.8,18.3,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,5582349,2026-05-05 15:19:04
EXP-2026-03548,RORF670319HPLDYR00,RORF670319626,Fernando Juan,Rodríguez,Reyes,1967-03-19,59,MASCULINO,Puebla,19.578424,-97.150985,IMSS,72-25-43-9185,Pediatría,No,No,No,No,No,Penicilina,Rojo / Emergencia,118,82,108,23,36.3,88,163.3,65.2,24.4,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5254617,2026-03-16 10:37:04
EXP-2026-03549,LEGJ650516HPLÓÓV08,LEGJ650516T82,Javier Francisco,López,Gómez,1965-05-16,61,MASCULINO,Puebla,20.386968,-97.473855,Particular,31-14-98-5190,Consulta General,Sí,Sí,Sí,No,No,Ninguna,Verde / No Urgente,119,80,70,18,36.6,96,178.2,47.8,15.1,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,7672949,2026-02-14 21:32:04
EXP-2026-03550,MOGS760107MPLRTF08,MOGS760107N71,Sofia Gabriela,Morales,Gutiérrez,1976-01-07,50,FEMENINO,Puebla,19.975926,-98.095179,Particular,43-70-69-4137,Medicina Interna,No,Sí,No,No,Sí,Ninguna,Verde / No Urgente,120,78,76,17,36.5,96,161.7,46.3,17.7,Desnutrición / Bajo Peso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,3344711,2026-06-15 09:37:04
EXP-2026-03551,TODM680506HPLRÍG09,TODM680506930,Miguel Juan,Torres,Díaz,1968-05-06,58,MASCULINO,Puebla,18.886415,-98.038242,Particular,14-67-28-4952,Urgencias,Sí,Sí,No,Sí,Sí,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,144,107,73,14,36.6,99,163.9,85.4,31.8,Obesidad,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,4677320,2026-03-08 12:04:04
EXP-2026-03552,TOFC920930HPLRLR06,TOFC920930H11,Carlos Ricardo,Torres,Flores,1992-09-30,33,MASCULINO,Puebla,18.470103,-98.394911,IMSS,46-61-10-9775,Pediatría,No,Sí,No,No,No,Ninguna,Naranja / Urgencia,120,77,110,27,36.2,91,159.2,85.9,33.9,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1700034,2026-04-16 17:02:04
EXP-2026-03553,JIMR191221HPLMRC07,JIMR191221G33,Ricardo Javier,Jiménez,Martínez,2019-12-21,6,MASCULINO,Puebla,19.703098,-96.927001,ISSSTE,99-65-44-7822,Pediatría,No,No,No,No,No,Ninguna,Verde / No Urgente,119,80,78,16,36.3,96,128.1,27.5,16.8,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4453009,2026-03-13 21:50:04
EXP-2026-03554,HEGL000101MPLRÓT08,HEGL000101L46,Leticia Leticia,Hernández,Gómez,2000-01-01,26,FEMENINO,Puebla,19.516665,-97.891086,IMSS-Bienestar,46-66-76-9023,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Naranja / Urgencia,121,78,102,25,36.5,90,157.8,74.6,30.0,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,9689785,2026-04-04 03:25:04
